flight_id,flight_no,scheduled_departure,scheduled_arrival,departure_airport,arrival_airport,status,aircraft_code,actual_departure,actual_arrival
10860,PG0287,2017-11-12 06:55:37,2017-11-12 09:55:37,OVB,SGC,Scheduled,CR2,2017-11-12 07:02:37,2017-11-12 10:02:37
10861,PG0287,2017-02-04 07:24:49,2017-02-04 10:24:49,OVB,SGC,Arrived,CR2,2017-02-04 07:51:49,2017-02-04 10:51:49
10862,PG0287,2017-05-28 00:02:38,2017-05-28 01:02:38,OVB,SGC,Scheduled,CR2,2017-05-28 00:08:38,2017-05-28 01:08:38
10863,PG0287,2017-03-12 19:48:53,2017-03-12 23:48:53,OVB,SGC,Scheduled,CR2,2017-03-12 19:33:53,2017-03-12 23:33:53
10864,PG0047,2017-08-07 05:27:36,2017-08-07 06:27:36,OVB,KLF,Scheduled,SU9,2017-08-07 05:45:36,2017-08-07 06:45:36
10865,PG0047,2017-12-19 15:55:11,2017-12-19 16:55:11,OVB,KLF,Arrived,SU9,2017-12-19 16:22:11,2017-12-19 17:22:11
10866,PG0047,2017-07-09 14:43:51,2017-07-09 16:43:51,OVB,KLF,Arrived,SU9,2017-07-09 14:13:51,2017-07-09 16:13:51
10867,PG0047,2017-09-17 08:08:54,2017-09-17 11:08:54,OVB,KLF,Arrived,SU9,2017-09-17 08:22:54,2017-09-17 11:22:54
10868,PG0047,2017-09-12 05:30:05,2017-09-12 06:30:05,OVB,KLF,Scheduled,SU9,2017-09-12 05:50:05,2017-09-12 06:50:05
10869,PG0047,2017-09-29 11:02:10,2017-09-29 14:02:10,OVB,KLF,Scheduled,SU9,2017-09-29 11:02:10,2017-09-29 14:02:10
10870,PG0047,2017-03-09 06:00:05,2017-03-09 07:00:05,OVB,KLF,Arrived,SU9,2017-03-09 05:37:05,2017-03-09 06:37:05
10871,PG0047,2017-12-22 05:47:12,2017-12-22 11:47:12,OVB,KLF,Scheduled,SU9,2017-12-22 05:51:12,2017-12-22 11:51:12
10872,PG0047,2017-06-20 01:16:01,2017-06-20 06:16:01,OVB,KLF,Arrived,SU9,2017-06-20 00:59:01,2017-06-20 05:59:01
10873,PG0226,2017-10-13 16:55:23,2017-10-13 22:55:23,SVX,SVO,Arrived,773,2017-10-13 16:48:23,2017-10-13 22:48:23
10874,PG0226,2017-12-23 08:52:32,2017-12-23 13:52:32,SVX,SVO,Arrived,773,2017-12-23 08:56:32,2017-12-23 13:56:32
10875,PG0226,2017-08-16 05:37:07,2017-08-16 10:37:07,SVX,SVO,Arrived,773,2017-08-16 06:06:07,2017-08-16 11:06:07
10876,PG0226,2017-10-08 10:39:20,2017-10-08 14:39:20,SVX,SVO,Scheduled,773,2017-10-08 10:37:20,2017-10-08 14:37:20
10877,PG0226,2017-02-13 00:35:42,2017-02-13 01:35:42,SVX,SVO,Scheduled,773,2017-02-13 00:37:42,2017-02-13 01:37:42
10878,PG0226,2017-05-14 20:17:38,2017-05-15 00:17:38,SVX,SVO,Scheduled,773,2017-05-14 20:34:38,2017-05-15 00:34:38
10879,PG0226,2017-04-24 10:16:11,2017-04-24 14:16:11,SVX,SVO,Scheduled,773,2017-04-24 10:17:11,2017-04-24 14:17:11
10880,PG0226,2017-06-28 10:39:07,2017-06-28 15:39:07,SVX,SVO,Scheduled,773,2017-06-28 10:11:07,2017-06-28 15:11:07
10881,PG0226,2017-09-16 05:49:42,2017-09-16 10:49:42,SVX,SVO,Arrived,773,2017-09-16 06:10:42,2017-09-16 11:10:42
10882,PG0226,2017-09-29 19:26:18,2017-09-30 01:26:18,SVX,SVO,Arrived,773,2017-09-29 19:24:18,2017-09-30 01:24:18
10883,PG0226,2017-11-21 18:53:36,2017-11-22 00:53:36,SVX,SVO,Scheduled,773,2017-11-21 18:35:36,2017-11-22 00:35:36
10884,PG0226,2017-08-29 14:36:55,2017-08-29 17:36:55,SVX,SVO,Arrived,773,2017-08-29 15:03:55,2017-08-29 18:03:55
10885,PG0226,2017-01-27 18:41:53,2017-01-27 22:41:53,SVX,SVO,Arrived,773,2017-01-27 19:08:53,2017-01-27 23:08:53
10886,PG0226,2017-12-30 18:06:40,2017-12-30 21:06:40,SVX,SVO,Arrived,773,2017-12-30 17:43:40,2017-12-30 20:43:40
10887,PG0226,2017-09-18 21:32:54,2017-09-19 00:32:54,SVX,SVO,Scheduled,773,2017-09-18 22:01:54,2017-09-19 01:01:54
10888,PG0226,2017-12-29 01:23:36,2017-12-29 02:23:36,SVX,SVO,Scheduled,773,2017-12-29 01:38:36,2017-12-29 02:38:36
10889,PG0226,2017-12-12 17:07:54,2017-12-12 23:07:54,SVX,SVO,Scheduled,773,2017-12-12 17:17:54,2017-12-12 23:17:54
10890,PG0226,2017-11-22 20:35:40,2017-11-22 21:35:40,SVX,SVO,Scheduled,773,2017-11-22 20:36:40,2017-11-22 21:36:40
10891,PG0226,2017-05-26 06:50:10,2017-05-26 09:50:10,SVX,SVO,Scheduled,773,2017-05-26 06:42:10,2017-05-26 09:42:10
10892,PG0226,2017-09-07 04:06:25,2017-09-07 09:06:25,SVX,SVO,Arrived,773,2017-09-07 03:53:25,2017-09-07 08:53:25
10893,PG0226,2017-02-01 20:11:56,2017-02-01 22:11:56,SVX,SVO,Scheduled,773,2017-02-01 19:42:56,2017-02-01 21:42:56
10894,PG0226,2017-03-22 15:30:27,2017-03-22 20:30:27,SVX,SVO,Scheduled,773,2017-03-22 15:23:27,2017-03-22 20:23:27
10895,PG0226,2017-12-02 17:34:01,2017-12-02 20:34:01,SVX,SVO,Arrived,773,2017-12-02 17:16:01,2017-12-02 20:16:01
10896,PG0226,2017-01-09 11:07:22,2017-01-09 13:07:22,SVX,SVO,Arrived,773,2017-01-09 11:34:22,2017-01-09 13:34:22
10897,PG0226,2017-09-23 03:34:29,2017-09-23 06:34:29,SVX,SVO,Scheduled,773,2017-09-23 03:42:29,2017-09-23 06:42:29
10898,PG0226,2017-12-25 21:39:11,2017-12-26 02:39:11,SVX,SVO,Scheduled,773,2017-12-25 21:24:11,2017-12-26 02:24:11
10899,PG0226,2017-10-17 03:24:07,2017-10-17 08:24:07,SVX,SVO,Scheduled,773,2017-10-17 02:58:07,2017-10-17 07:58:07
10900,PG0226,2017-04-02 16:08:15,2017-04-02 17:08:15,SVX,SVO,Scheduled,773,2017-04-02 16:24:15,2017-04-02 17:24:15
10901,PG0226,2017-02-19 14:43:30,2017-02-19 16:43:30,SVX,SVO,Arrived,773,2017-02-19 14:44:30,2017-02-19 16:44:30
10902,PG0226,2017-09-07 06:46:22,2017-09-07 12:46:22,SVX,SVO,Scheduled,773,2017-09-07 06:47:22,2017-09-07 12:47:22
10903,PG0226,2017-07-05 16:56:27,2017-07-05 22:56:27,SVX,SVO,Arrived,773,2017-07-05 17:11:27,2017-07-05 23:11:27
10904,PG0226,2017-12-22 06:12:35,2017-12-22 11:12:35,SVX,SVO,Scheduled,773,2017-12-22 05:57:35,2017-12-22 10:57:35
10905,PG0226,2017-01-27 12:55:55,2017-01-27 14:55:55,SVX,SVO,Arrived,773,2017-01-27 12:57:55,2017-01-27 14:57:55
10906,PG0226,2017-02-21 12:45:15,2017-02-21 15:45:15,SVX,SVO,Arrived,773,2017-02-21 12:35:15,2017-02-21 15:35:15
10907,PG0226,2017-07-11 08:47:16,2017-07-11 10:47:16,SVX,SVO,Scheduled,773,2017-07-11 08:42:16,2017-07-11 10:42:16
10908,PG0226,2017-02-23 21:38:04,2017-02-24 03:38:04,SVX,SVO,Scheduled,773,2017-02-23 21:16:04,2017-02-24 03:16:04
10909,PG0226,2017-07-07 08:38:30,2017-07-07 09:38:30,SVX,SVO,Scheduled,773,2017-07-07 08:51:30,2017-07-07 09:51:30
10910,PG0226,2017-04-18 00:24:24,2017-04-18 05:24:24,SVX,SVO,Arrived,773,2017-04-18 00:04:24,2017-04-18 05:04:24
10911,PG0226,2017-06-24 21:06:22,2017-06-25 00:06:22,SVX,SVO,Arrived,773,2017-06-24 20:46:22,2017-06-24 23:46:22
10912,PG0226,2017-09-01 10:53:15,2017-09-01 16:53:15,SVX,SVO,Arrived,773,2017-09-01 11:10:15,2017-09-01 17:10:15
10913,PG0226,2017-04-04 21:40:23,2017-04-05 02:40:23,SVX,SVO,Scheduled,773,2017-04-04 21:32:23,2017-04-05 02:32:23
10914,PG0226,2017-04-09 16:57:34,2017-04-09 17:57:34,SVX,SVO,Arrived,773,2017-04-09 17:22:34,2017-04-09 18:22:34
10915,PG0226,2017-06-27 02:13:01,2017-06-27 03:13:01,SVX,SVO,Arrived,773,2017-06-27 02:22:01,2017-06-27 03:22:01
10916,PG0226,2017-08-03 17:50:01,2017-08-03 22:50:01,SVX,SVO,Arrived,773,2017-08-03 18:15:01,2017-08-03 23:15:01
10917,PG0226,2017-03-20 05:21:09,2017-03-20 10:21:09,SVX,SVO,Scheduled,773,2017-03-20 05:32:09,2017-03-20 10:32:09
10918,PG0226,2017-05-24 08:51:04,2017-05-24 11:51:04,SVX,SVO,Scheduled,773,2017-05-24 08:23:04,2017-05-24 11:23:04
10919,PG0226,2017-11-06 00:13:34,2017-11-06 02:13:34,SVX,SVO,Scheduled,773,2017-11-06 00:20:34,2017-11-06 02:20:34
10920,PG0226,2017-10-23 22:03:20,2017-10-23 23:03:20,SVX,SVO,Arrived,773,2017-10-23 21:34:20,2017-10-23 22:34:20
10921,PG0226,2017-03-14 20:41:15,2017-03-14 21:41:15,SVX,SVO,Scheduled,773,2017-03-14 20:29:15,2017-03-14 21:29:15
10922,PG0226,2017-09-06 19:17:49,2017-09-06 22:17:49,SVX,SVO,Arrived,773,2017-09-06 19:37:49,2017-09-06 22:37:49
10923,PG0226,2017-04-02 11:43:47,2017-04-02 14:43:47,SVX,SVO,Scheduled,773,2017-04-02 11:13:47,2017-04-02 14:13:47
10924,PG0226,2017-12-21 22:43:18,2017-12-22 03:43:18,SVX,SVO,Arrived,773,2017-12-21 22:27:18,2017-12-22 03:27:18
10925,PG0226,2017-03-29 01:12:18,2017-03-29 03:12:18,SVX,SVO,Scheduled,773,2017-03-29 01:20:18,2017-03-29 03:20:18
10926,PG0226,2017-01-03 01:59:41,2017-01-03 03:59:41,SVX,SVO,Arrived,773,2017-01-03 01:47:41,2017-01-03 03:47:41
10927,PG0226,2017-05-30 03:48:19,2017-05-30 09:48:19,SVX,SVO,On Time,773,2017-05-30 03:21:19,2017-05-30 09:21:19
10928,PG0226,2017-04-23 17:54:27,2017-04-23 21:54:27,SVX,SVO,Arrived,773,2017-04-23 17:43:27,2017-04-23 21:43:27
10929,PG0226,2017-02-07 03:43:14,2017-02-07 09:43:14,SVX,SVO,Arrived,773,2017-02-07 03:28:14,2017-02-07 09:28:14
10930,PG0226,2017-05-07 09:42:46,2017-05-07 11:42:46,SVX,SVO,Arrived,773,2017-05-07 09:51:46,2017-05-07 11:51:46
10931,PG0226,2017-03-12 00:38:04,2017-03-12 05:38:04,SVX,SVO,Arrived,773,2017-03-12 00:37:04,2017-03-12 05:37:04
10932,PG0226,2017-05-14 14:20:32,2017-05-14 15:20:32,SVX,SVO,Arrived,773,2017-05-14 14:21:32,2017-05-14 15:21:32
10933,PG0226,2017-05-31 23:46:46,2017-06-01 03:46:46,SVX,SVO,Arrived,773,2017-05-31 23:26:46,2017-06-01 03:26:46
10934,PG0588,2017-12-08 11:49:03,2017-12-08 15:49:03,SVX,PEE,Arrived,SU9,2017-12-08 12:13:03,2017-12-08 16:13:03
10935,PG0588,2017-09-30 15:37:58,2017-09-30 16:37:58,SVX,PEE,Arrived,SU9,2017-09-30 16:07:58,2017-09-30 17:07:58
10936,PG0587,2017-08-07 08:36:49,2017-08-07 14:36:49,SVX,PEE,Arrived,SU9,2017-08-07 08:58:49,2017-08-07 14:58:49
10937,PG0587,2017-06-05 20:40:39,2017-06-05 22:40:39,SVX,PEE,Scheduled,SU9,2017-06-05 20:17:39,2017-06-05 22:17:39
10938,PG0588,2017-12-02 21:24:21,2017-12-03 01:24:21,SVX,PEE,Scheduled,SU9,2017-12-02 21:16:21,2017-12-03 01:16:21
10939,PG0587,2017-06-11 17:34:15,2017-06-11 20:34:15,SVX,PEE,Scheduled,SU9,2017-06-11 17:04:15,2017-06-11 20:04:15
10940,PG0588,2017-01-03 01:46:06,2017-01-03 02:46:06,SVX,PEE,Scheduled,SU9,2017-01-03 01:35:06,2017-01-03 02:35:06
10941,PG0587,2017-03-02 19:43:10,2017-03-03 01:43:10,SVX,PEE,Arrived,SU9,2017-03-02 20:10:10,2017-03-03 02:10:10
10942,PG0588,2017-02-27 11:21:26,2017-02-27 13:21:26,SVX,PEE,Arrived,SU9,2017-02-27 11:26:26,2017-02-27 13:26:26
10943,PG0588,2017-03-26 04:37:26,2017-03-26 09:37:26,SVX,PEE,Scheduled,SU9,2017-03-26 04:59:26,2017-03-26 09:59:26
10944,PG0587,2017-07-31 18:14:14,2017-07-31 20:14:14,SVX,PEE,Scheduled,SU9,2017-07-31 18:16:14,2017-07-31 20:16:14
10945,PG0587,2017-06-01 12:05:42,2017-06-01 15:05:42,SVX,PEE,Scheduled,SU9,2017-06-01 12:25:42,2017-06-01 15:25:42
10946,PG0588,2017-08-23 20:38:19,2017-08-23 22:38:19,SVX,PEE,Arrived,SU9,2017-08-23 20:45:19,2017-08-23 22:45:19
10947,PG0587,2017-11-09 11:44:01,2017-11-09 14:44:01,SVX,PEE,Arrived,SU9,2017-11-09 11:28:01,2017-11-09 14:28:01
10948,PG0588,2017-09-23 10:51:16,2017-09-23 16:51:16,SVX,PEE,Scheduled,SU9,2017-09-23 10:53:16,2017-09-23 16:53:16
10949,PG0588,2017-04-27 02:08:06,2017-04-27 07:08:06,SVX,PEE,Arrived,SU9,2017-04-27 02:03:06,2017-04-27 07:03:06
10950,PG0587,2017-12-12 11:42:35,2017-12-12 13:42:35,SVX,PEE,Arrived,SU9,2017-12-12 12:06:35,2017-12-12 14:06:35
10951,PG0588,2017-10-10 07:32:05,2017-10-10 12:32:05,SVX,PEE,Scheduled,SU9,2017-10-10 07:25:05,2017-10-10 12:25:05
10952,PG0587,2017-01-01 06:31:25,2017-01-01 07:31:25,SVX,PEE,Scheduled,SU9,2017-01-01 06:09:25,2017-01-01 07:09:25
10953,PG0587,2017-04-10 07:56:43,2017-04-10 10:56:43,SVX,PEE,Scheduled,SU9,2017-04-10 08:24:43,2017-04-10 11:24:43
10954,PG0588,2017-01-27 12:12:40,2017-01-27 16:12:40,SVX,PEE,Scheduled,SU9,2017-01-27 12:31:40,2017-01-27 16:31:40
10955,PG0588,2017-12-09 14:26:56,2017-12-09 15:26:56,SVX,PEE,Scheduled,SU9,2017-12-09 14:44:56,2017-12-09 15:44:56
10956,PG0587,2017-12-07 20:06:28,2017-12-08 02:06:28,SVX,PEE,Arrived,SU9,2017-12-07 19:37:28,2017-12-08 01:37:28
10957,PG0588,2017-02-25 23:06:16,2017-02-26 02:06:16,SVX,PEE,Arrived,SU9,2017-02-25 22:36:16,2017-02-26 01:36:16
10958,PG0587,2017-12-09 13:45:09,2017-12-09 16:45:09,SVX,PEE,Scheduled,SU9,2017-12-09 13:33:09,2017-12-09 16:33:09
10959,PG0588,2017-04-18 01:46:05,2017-04-18 05:46:05,SVX,PEE,Scheduled,SU9,2017-04-18 02:04:05,2017-04-18 06:04:05
10960,PG0587,2017-12-25 05:20:29,2017-12-25 06:20:29,SVX,PEE,Arrived,SU9,2017-12-25 05:50:29,2017-12-25 06:50:29
10961,PG0587,2017-05-23 21:38:35,2017-05-23 23:38:35,SVX,PEE,Scheduled,SU9,2017-05-23 21:35:35,2017-05-23 23:35:35
10962,PG0588,2017-09-03 19:40:23,2017-09-03 21:40:23,SVX,PEE,Arrived,SU9,2017-09-03 19:12:23,2017-09-03 21:12:23
10963,PG0587,2017-01-28 04:31:31,2017-01-28 08:31:31,SVX,PEE,Arrived,SU9,2017-01-28 04:14:31,2017-01-28 08:14:31
10964,PG0588,2017-09-10 13:42:34,2017-09-10 16:42:34,SVX,PEE,Arrived,SU9,2017-09-10 13:55:34,2017-09-10 16:55:34
10965,PG0587,2017-07-23 16:14:07,2017-07-23 18:14:07,SVX,PEE,Scheduled,SU9,2017-07-23 15:50:07,2017-07-23 17:50:07
10966,PG0587,2017-12-12 03:51:13,2017-12-12 07:51:13,SVX,PEE,Arrived,SU9,2017-12-12 03:32:13,2017-12-12 07:32:13
10967,PG0588,2017-04-14 11:04:23,2017-04-14 13:04:23,SVX,PEE,Arrived,SU9,2017-04-14 11:19:23,2017-04-14 13:19:23
10968,PG0588,2017-02-12 03:09:58,2017-02-12 05:09:58,SVX,PEE,Scheduled,SU9,2017-02-12 03:11:58,2017-02-12 05:11:58
10969,PG0587,2017-05-06 05:05:10,2017-05-06 08:05:10,SVX,PEE,Scheduled,SU9,2017-05-06 05:14:10,2017-05-06 08:14:10
10970,PG0588,2017-01-25 01:08:42,2017-01-25 04:08:42,SVX,PEE,Scheduled,SU9,2017-01-25 01:14:42,2017-01-25 04:14:42
10971,PG0588,2017-08-15 11:04:09,2017-08-15 16:04:09,SVX,PEE,Arrived,SU9,2017-08-15 11:10:09,2017-08-15 16:10:09
10972,PG0587,2017-09-11 10:00:26,2017-09-11 16:00:26,SVX,PEE,Arrived,SU9,2017-09-11 10:25:26,2017-09-11 16:25:26
10973,PG0587,2017-01-30 02:39:47,2017-01-30 04:39:47,SVX,PEE,Scheduled,SU9,2017-01-30 03:09:47,2017-01-30 05:09:47
10974,PG0588,2017-02-12 19:28:40,2017-02-13 01:28:40,SVX,PEE,Arrived,SU9,2017-02-12 19:53:40,2017-02-13 01:53:40
10975,PG0588,2017-07-07 13:46:11,2017-07-07 17:46:11,SVX,PEE,Arrived,SU9,2017-07-07 14:11:11,2017-07-07 18:11:11
10976,PG0587,2017-12-07 17:20:20,2017-12-07 22:20:20,SVX,PEE,Arrived,SU9,2017-12-07 17:19:20,2017-12-07 22:19:20
10977,PG0588,2017-06-06 20:25:37,2017-06-07 01:25:37,SVX,PEE,Arrived,SU9,2017-06-06 20:00:37,2017-06-07 01:00:37
10978,PG0587,2017-05-13 16:34:12,2017-05-13 17:34:12,SVX,PEE,Arrived,SU9,2017-05-13 16:45:12,2017-05-13 17:45:12
10979,PG0587,2017-04-13 20:33:47,2017-04-13 22:33:47,SVX,PEE,Arrived,SU9,2017-04-13 20:47:47,2017-04-13 22:47:47
10980,PG0588,2017-05-03 13:44:20,2017-05-03 15:44:20,SVX,PEE,Arrived,SU9,2017-05-03 13:53:20,2017-05-03 15:53:20
10981,PG0587,2017-06-18 03:18:26,2017-06-18 08:18:26,SVX,PEE,Arrived,SU9,2017-06-18 03:23:26,2017-06-18 08:23:26
10982,PG0587,2017-11-24 13:53:54,2017-11-24 19:53:54,SVX,PEE,Arrived,SU9,2017-11-24 13:39:54,2017-11-24 19:39:54
10983,PG0588,2017-05-21 23:48:03,2017-05-22 05:48:03,SVX,PEE,Arrived,SU9,2017-05-21 23:19:03,2017-05-22 05:19:03
10984,PG0587,2017-03-06 07:28:34,2017-03-06 13:28:34,SVX,PEE,Scheduled,SU9,2017-03-06 07:27:34,2017-03-06 13:27:34
10985,PG0588,2017-11-04 17:06:44,2017-11-04 20:06:44,SVX,PEE,Scheduled,SU9,2017-11-04 16:38:44,2017-11-04 19:38:44
10986,PG0588,2017-11-27 21:55:25,2017-11-28 01:55:25,SVX,PEE,Scheduled,SU9,2017-11-27 22:08:25,2017-11-28 02:08:25
10987,PG0587,2017-08-19 13:13:14,2017-08-19 18:13:14,SVX,PEE,Scheduled,SU9,2017-08-19 12:53:14,2017-08-19 17:53:14
10988,PG0588,2017-05-13 18:21:13,2017-05-13 20:21:13,SVX,PEE,Arrived,SU9,2017-05-13 18:35:13,2017-05-13 20:35:13
10989,PG0587,2017-05-31 07:15:57,2017-05-31 10:15:57,SVX,PEE,Scheduled,SU9,2017-05-31 07:14:57,2017-05-31 10:14:57
10990,PG0587,2017-08-14 22:59:32,2017-08-15 04:59:32,SVX,PEE,Arrived,SU9,2017-08-14 23:26:32,2017-08-15 05:26:32
10991,PG0588,2017-08-07 16:41:32,2017-08-07 17:41:32,SVX,PEE,Arrived,SU9,2017-08-07 16:19:32,2017-08-07 17:19:32
10992,PG0587,2017-07-16 02:40:00,2017-07-16 05:40:00,SVX,PEE,Arrived,SU9,2017-07-16 02:26:00,2017-07-16 05:26:00
10993,PG0587,2017-06-08 03:32:31,2017-06-08 06:32:31,SVX,PEE,Scheduled,SU9,2017-06-08 03:29:31,2017-06-08 06:29:31
10994,PG0588,2017-03-29 20:10:30,2017-03-30 02:10:30,SVX,PEE,Scheduled,SU9,2017-03-29 20:11:30,2017-03-30 02:11:30
10995,PG0588,2017-05-20 00:17:22,2017-05-20 05:17:22,SVX,PEE,Arrived,SU9,2017-05-20 00:19:22,2017-05-20 05:19:22
10996,PG0587,2017-05-26 08:39:42,2017-05-26 12:39:42,SVX,PEE,Arrived,SU9,2017-05-26 08:59:42,2017-05-26 12:59:42
10997,PG0587,2017-11-11 21:24:03,2017-11-12 01:24:03,SVX,PEE,Scheduled,SU9,2017-11-11 21:09:03,2017-11-12 01:09:03
10998,PG0587,2017-04-09 13:44:55,2017-04-09 19:44:55,SVX,PEE,Scheduled,SU9,2017-04-09 14:13:55,2017-04-09 20:13:55
10999,PG0588,2017-09-04 02:19:11,2017-09-04 03:19:11,SVX,PEE,Scheduled,SU9,2017-09-04 02:09:11,2017-09-04 03:09:11
11000,PG0588,2017-01-06 22:48:32,2017-01-06 23:48:32,SVX,PEE,Scheduled,SU9,2017-01-06 23:18:32,2017-01-07 00:18:32
11001,PG0587,2017-09-08 07:46:22,2017-09-08 11:46:22,SVX,PEE,Arrived,SU9,2017-09-08 08:03:22,2017-09-08 12:03:22
11002,PG0588,2017-03-03 19:07:59,2017-03-03 21:07:59,SVX,PEE,Arrived,SU9,2017-03-03 19:26:59,2017-03-03 21:26:59
11003,PG0587,2017-04-15 17:01:54,2017-04-15 21:01:54,SVX,PEE,Scheduled,SU9,2017-04-15 17:16:54,2017-04-15 21:16:54
11004,PG0587,2017-11-27 17:29:21,2017-11-27 19:29:21,SVX,PEE,Scheduled,SU9,2017-11-27 17:56:21,2017-11-27 19:56:21
11005,PG0588,2017-08-25 20:58:29,2017-08-25 23:58:29,SVX,PEE,Scheduled,SU9,2017-08-25 21:00:29,2017-08-26 00:00:29
11006,PG0587,2017-03-08 04:57:53,2017-03-08 08:57:53,SVX,PEE,Scheduled,SU9,2017-03-08 04:34:53,2017-03-08 08:34:53
11007,PG0588,2017-04-09 10:40:05,2017-04-09 11:40:05,SVX,PEE,Scheduled,SU9,2017-04-09 10:18:05,2017-04-09 11:18:05
11008,PG0588,2017-01-24 07:26:38,2017-01-24 10:26:38,SVX,PEE,Scheduled,SU9,2017-01-24 07:39:38,2017-01-24 10:39:38
11009,PG0587,2017-02-16 04:30:07,2017-02-16 09:30:07,SVX,PEE,Scheduled,SU9,2017-02-16 04:14:07,2017-02-16 09:14:07
11010,PG0588,2017-01-13 09:19:57,2017-01-13 10:19:57,SVX,PEE,Scheduled,SU9,2017-01-13 09:12:57,2017-01-13 10:12:57
11011,PG0587,2017-02-20 08:37:47,2017-02-20 11:37:47,SVX,PEE,Scheduled,SU9,2017-02-20 08:19:47,2017-02-20 11:19:47
11012,PG0588,2017-04-27 22:46:03,2017-04-27 23:46:03,SVX,PEE,Scheduled,SU9,2017-04-27 23:16:03,2017-04-28 00:16:03
11013,PG0587,2017-04-25 04:43:10,2017-04-25 07:43:10,SVX,PEE,Arrived,SU9,2017-04-25 04:31:10,2017-04-25 07:31:10
11014,PG0588,2017-07-11 04:13:07,2017-07-11 09:13:07,SVX,PEE,Scheduled,SU9,2017-07-11 03:48:07,2017-07-11 08:48:07
11015,PG0588,2017-12-02 00:53:18,2017-12-02 02:53:18,SVX,PEE,Arrived,SU9,2017-12-02 00:44:18,2017-12-02 02:44:18
11016,PG0588,2017-02-03 16:42:24,2017-02-03 20:42:24,SVX,PEE,On Time,SU9,2017-02-03 16:35:24,2017-02-03 20:35:24
11017,PG0587,2017-11-09 17:37:54,2017-11-09 23:37:54,SVX,PEE,On Time,SU9,2017-11-09 17:56:54,2017-11-09 23:56:54
11018,PG0588,2017-12-14 21:09:18,2017-12-15 01:09:18,SVX,PEE,Arrived,SU9,2017-12-14 20:52:18,2017-12-15 00:52:18
11019,PG0587,2017-10-12 18:05:11,2017-10-12 22:05:11,SVX,PEE,Arrived,SU9,2017-10-12 17:55:11,2017-10-12 21:55:11
11020,PG0588,2017-08-19 17:53:53,2017-08-19 23:53:53,SVX,PEE,Cancelled,SU9,2017-08-19 17:47:53,2017-08-19 23:47:53
11021,PG0588,2017-01-23 22:50:23,2017-01-24 02:50:23,SVX,PEE,Scheduled,SU9,2017-01-23 23:14:23,2017-01-24 03:14:23
11022,PG0587,2017-01-19 11:05:12,2017-01-19 17:05:12,SVX,PEE,Scheduled,SU9,2017-01-19 10:59:12,2017-01-19 16:59:12
11023,PG0588,2017-08-23 06:12:03,2017-08-23 09:12:03,SVX,PEE,Scheduled,SU9,2017-08-23 06:06:03,2017-08-23 09:06:03
11024,PG0587,2017-08-25 05:12:02,2017-08-25 07:12:02,SVX,PEE,Arrived,SU9,2017-08-25 04:52:02,2017-08-25 06:52:02
11025,PG0588,2017-06-04 10:12:07,2017-06-04 16:12:07,SVX,PEE,Arrived,SU9,2017-06-04 09:51:07,2017-06-04 15:51:07
11026,PG0588,2017-05-14 12:21:23,2017-05-14 14:21:23,SVX,PEE,Scheduled,SU9,2017-05-14 12:21:23,2017-05-14 14:21:23
11027,PG0587,2017-07-31 14:11:06,2017-07-31 15:11:06,SVX,PEE,Scheduled,SU9,2017-07-31 14:22:06,2017-07-31 15:22:06
11028,PG0587,2017-01-29 22:52:52,2017-01-30 01:52:52,SVX,PEE,Arrived,SU9,2017-01-29 23:22:52,2017-01-30 02:22:52
11029,PG0588,2017-06-27 04:08:42,2017-06-27 08:08:42,SVX,PEE,Arrived,SU9,2017-06-27 04:17:42,2017-06-27 08:17:42
11030,PG0587,2017-07-29 12:58:20,2017-07-29 14:58:20,SVX,PEE,Scheduled,SU9,2017-07-29 12:41:20,2017-07-29 14:41:20
11031,PG0588,2017-02-05 19:10:35,2017-02-06 00:10:35,SVX,PEE,Scheduled,SU9,2017-02-05 19:21:35,2017-02-06 00:21:35
11032,PG0588,2017-03-28 09:44:51,2017-03-28 15:44:51,SVX,PEE,Arrived,SU9,2017-03-28 09:28:51,2017-03-28 15:28:51
11033,PG0587,2017-08-28 13:52:17,2017-08-28 18:52:17,SVX,PEE,Scheduled,SU9,2017-08-28 13:52:17,2017-08-28 18:52:17
11034,PG0588,2017-07-17 07:38:25,2017-07-17 09:38:25,SVX,PEE,Scheduled,SU9,2017-07-17 07:15:25,2017-07-17 09:15:25
11035,PG0587,2017-04-05 04:14:03,2017-04-05 10:14:03,SVX,PEE,Scheduled,SU9,2017-04-05 04:19:03,2017-04-05 10:19:03
11036,PG0588,2017-07-18 23:00:50,2017-07-19 04:00:50,SVX,PEE,Scheduled,SU9,2017-07-18 23:08:50,2017-07-19 04:08:50
11037,PG0587,2017-05-31 22:15:38,2017-06-01 00:15:38,SVX,PEE,Arrived,SU9,2017-05-31 22:24:38,2017-06-01 00:24:38
11038,PG0588,2017-09-21 20:59:42,2017-09-22 00:59:42,SVX,PEE,Arrived,SU9,2017-09-21 20:57:42,2017-09-22 00:57:42
11039,PG0588,2017-12-18 02:31:30,2017-12-18 03:31:30,SVX,PEE,Arrived,SU9,2017-12-18 02:21:30,2017-12-18 03:21:30
11040,PG0587,2017-01-01 05:34:26,2017-01-01 08:34:26,SVX,PEE,Arrived,SU9,2017-01-01 05:39:26,2017-01-01 08:39:26
