first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,number_of_reviews,id,reviewer_id,listing_id
21-06-2014,31-10-2015,100,10,10,10,10,10,10,0.32,6,52663288,26312861,4236723
13-04-2015,30-12-2015,94,9,10,10,10,9,9,2.25,20,52905733,47069152,4236723
01-09-2015,08-09-2015,100,10,10,10,10,10,10,0.48,2,53065666,46153300,4236723
01-07-2015,05-07-2015,100,10,10,10,10,10,10,0.32,2,53418821,47971372,4236723
24-06-2014,01-09-2015,93,10,9,10,10,10,9,0.8,15,53552852,16300355,4236723
18-06-2015,15-12-2015,88,9,9,8,9,9,9,1.19,8,53883124,31666141,4236723
14-06-2014,15-09-2015,95,9,9,10,10,10,9,2.79,53,54456544,13426094,4236723
10-10-2015,15-12-2015,100,10,10,10,10,10,10,3.79,11,55334419,50027270,4236723
16-11-2015,20-12-2015,100,10,10,10,10,10,10,4.8,8,55979906,28003521,4236723
12-05-2015,12-05-2015,,,,,,,,0.13,1,56450477,50648443,4236723
02-12-2015,02-12-2015,100,10,10,10,10,10,10,0.88,1,56961673,5266187,4236723
19-05-2015,01-01-2016,98,10,10,10,10,10,10,4.81,37,57061435,4992830,4236723
05-02-2015,09-11-2015,96,10,10,9,10,10,9,3.14,35,57227965,1523507,4236723
16-08-2015,01-09-2015,100,10,10,10,10,10,10,0.85,4,57634701,3559589,4236723
19-01-2015,12-12-2015,96,10,10,10,10,10,10,1.37,16,57815666,2128024,4236723
10-08-2015,01-12-2015,92,10,10,10,10,10,10,1.01,5,58074278,40379545,4236723
03-02-2015,26-12-2015,96,10,10,10,10,9,9,2.23,25,58253443,52790726,4236723
14-06-2011,21-12-2015,98,10,10,10,10,10,10,3.78,210,58359760,33781615,4236723
09-10-2015,27-11-2015,100,10,10,10,10,9,10,1.02,3,14380319,12196008,3294804
12-03-2013,25-08-2015,99,10,10,10,10,10,10,1.9,65,19798227,21089392,3294804
25-05-2015,02-01-2016,96,10,10,10,10,10,10,7.6,57,21365237,10911601,3294804
15-11-2015,15-11-2015,100,10,10,10,10,10,10,0.59,1,22848937,15445151,3294804
26-05-2015,20-12-2015,98,10,10,10,10,10,10,2.95,22,22910519,1738014,3294804
,,,,,,,,,,0,23182130,16549989,3294804
,,,,,,,,,,0,25147320,12461604,3294804
21-09-2014,25-11-2015,97,10,10,10,10,10,10,2.61,41,28091679,14486018,3294804
15-12-2014,19-12-2015,88,9,9,10,9,10,9,1.71,22,28496814,14951036,3294804
25-09-2012,05-10-2015,95,10,10,10,10,9,10,1.25,50,28730406,19359944,3294804
24-05-2015,29-11-2015,96,10,10,10,10,10,10,0.66,5,29289107,28376840,3294804
01-07-2012,31-08-2015,98,10,9,10,10,10,10,0.44,19,31356007,20267524,3294804
28-05-2014,28-09-2015,98,10,10,10,10,10,9,0.41,8,31975119,31754840,3294804
03-09-2015,20-12-2015,99,10,10,10,10,10,10,3.39,14,32380939,13930534,3294804
17-02-2015,28-11-2015,90,9,9,9,10,9,9,2.14,23,52145997,13229313,3294804
18-05-2014,14-12-2015,98,10,10,10,10,10,10,3.77,75,53768307,46185612,3294804
25-08-2015,28-11-2015,100,10,10,10,10,10,10,2.48,11,54194076,24071783,3294804
,,,,,,,,,,0,13937777,10506501,3139972
07-07-2014,30-12-2015,98,10,10,10,10,10,10,4.28,78,14213108,16591801,3139972
16-06-2015,15-12-2015,90,9,9,10,10,9,8,3.1,21,14327360,10594987,3139972
26-04-2015,24-10-2015,98,10,10,10,10,10,10,1.18,10,15554999,13503591,3139972
29-07-2012,31-12-2015,98,10,10,10,10,10,10,5.57,233,15965364,1767940,3139972
02-01-2016,02-01-2016,100,10,10,10,10,10,10,1,1,16022599,1514119,3139972
31-03-2014,31-12-2015,98,10,10,10,10,10,10,5.95,128,16715897,1264573,3139972
16-08-2015,25-12-2015,95,10,9,10,10,10,10,1.06,5,16795302,2913696,3139972
,,,,,,,,,,0,17076039,19108815,3139972
21-11-2014,10-12-2015,100,10,10,10,10,10,10,2.05,28,17126654,18831488,3139972
,,,,,,,,,,0,18101639,20217491,3139972
14-12-2015,01-01-2016,95,10,10,10,10,10,10,4,4,18191883,17844066,3139972
04-08-2015,29-11-2015,95,10,10,10,10,10,10,2.34,12,18594098,20045399,3139972
21-10-2015,23-12-2015,98,10,10,10,10,10,10,3.95,10,18946923,18428549,3139972
31-08-2015,31-08-2015,100,10,10,10,10,10,10,0.24,1,19204545,16182065,3139972
12-04-2015,04-10-2015,97,10,10,10,10,10,9,0.78,7,19543694,20334853,3139972
10-12-2013,04-10-2015,96,10,9,10,10,10,9,1.15,29,19697991,14994664,3139972
26-04-2015,30-08-2015,80,8,7,9,9,9,8,1.18,10,19831418,14131476,3139972
01-10-2015,27-12-2015,92,9,8,10,10,10,8,1.56,5,20100171,20327304,3139972
01-10-2015,16-10-2015,100,9,8,10,10,10,10,0.63,2,20192547,2587687,3139972
08-07-2014,29-12-2015,96,10,10,10,10,9,10,4.01,73,20994647,20553058,3139972
27-09-2015,27-09-2015,80,8,10,4,8,10,8,0.3,1,23512078,12247378,3139972
18-12-2015,24-12-2015,100,10,10,10,10,10,10,2,2,24084878,23902595,3139972
,,,,,,,,,,0,24182452,23218707,3139972
,,,,,,,,,,0,24419253,8670027,3139972
,,,,,,,,,,0,25088713,22888592,3139972
,,,,,,,,,,,25528086,18001612,3139972
,,,,,,,,,,,27204332,24612642,3139972
,,,,,,,,,,,27439143,7874076,3139972
,,,,,,,,,,,27596242,27592929,3139972
,,,,,,,,,,,27933194,27268279,3139972
,,,,,,,,,,,28141573,15396918,3139972
,,,,,,,,,,,28601873,26815967,3139972
,,,,,,,,,,,28886238,14465922,3139972
,,,,,,,,,,,29043958,22718632,3139972
,,,,,,,,,,,29658084,161422,3139972
,,,,,,,,,,,30633546,16169488,3139972
,,,,,,,,,,,31164484,26100151,3139972
,,,,,,,,,,,31601618,16428801,3139972
,,,,,,,,,,,32118426,23742337,3139972
,,,,,,,,,,,32454096,26802543,3139972
,,,,,,,,,,,33344304,15996448,3139972
,,,,,,,,,,,33636671,30333408,3139972
,,,,,,,,,,,33790601,13856227,3139972
,,,,,,,,,,,34083191,33515588,3139972
,,,,,,,,,,,34346073,32838353,3139972
,,,,,,,,,,,34510470,10298163,3139972
,,,,,,,,,,,35280500,27713736,3139972
,,,,,,,,,,,35915817,29901871,3139972
,,,,,,,,,,,36390426,12658748,3139972
,,,,,,,,,,,36799552,9919523,3139972
,,,,,,,,,,,37117006,37044907,3139972
,,,,,,,,,,,37644840,27715858,3139972
,,,,,,,,,,,37923127,33336464,3139972
,,,,,,,,,,,38487246,30735461,3139972
,,,,,,,,,,,38634632,31828032,3139972
,,,,,,,,,,,40588996,34230635,3139972
,,,,,,,,,,,41020652,2313552,3139972
,,,,,,,,,,,41135563,29220892,3139972
,,,,,,,,,,,41319240,24843324,3139972
,,,,,,,,,,,41771517,32163355,3139972
,,,,,,,,,,,42570857,38958680,3139972
,,,,,,,,,,,42781559,8707415,3139972
,,,,,,,,,,,43749574,13482521,3139972
,,,,,,,,,,,43934010,35980030,3139972
,,,,,,,,,,,44314006,5612706,3139972
,,,,,,,,,,,44704161,41417659,3139972
,,,,,,,,,,,45035551,5563355,3139972
,,,,,,,,,,,45390048,38689221,3139972
,,,,,,,,,,,45815729,34704780,3139972
,,,,,,,,,,,47639495,11906344,3139972
,,,,,,,,,,,48544925,37524818,3139972
,,,,,,,,,,,49894246,38364489,3139972
,,,,,,,,,,,50394180,10546341,3139972
,,,,,,,,,,,50744447,37097731,3139972
,,,,,,,,,,,51467304,128360,3139972
,,,,,,,,,,,52984330,2995234,3139972
,,,,,,,,,,,53175982,34702582,3139972
,,,,,,,,,,,54862844,23165897,3139972
,,,,,,,,,,,55542737,16373213,3139972
,,,,,,,,,,,57127908,46336807,3139972
,,,,,,,,,,,56499240,14149421,8848403
,,,,,,,,,,,57391506,33052674,8848403
,,,,,,,,,,,32614676,21532853,6245498
,,,,,,,,,,,33315712,33469308,6245498
,,,,,,,,,,,34363734,32781238,6245498
,,,,,,,,,,,34647251,8522203,6245498
,,,,,,,,,,,35313965,2083284,6245498
,,,,,,,,,,,36103604,33125467,6245498
,,,,,,,,,,,37571557,1353129,6245498
,,,,,,,,,,,39160977,16729698,6245498
,,,,,,,,,,,41205044,14824208,6245498
,,,,,,,,,,,41942621,31746000,6245498
,,,,,,,,,,,42304819,38608879,6245498
,,,,,,,,,,,43490427,34732056,6245498
,,,,,,,,,,,45084687,36456574,6245498
,,,,,,,,,,,45882950,8224812,6245498
,,,,,,,,,,,46268173,34194410,6245498
,,,,,,,,,,,47987633,37813877,6245498
,,,,,,,,,,,49011971,41338906,6245498
,,,,,,,,,,,49496419,13016784,6245498
,,,,,,,,,,,50283857,15546189,6245498
,,,,,,,,,,,51295692,35279639,6245498
,,,,,,,,,,,52177115,9339285,6245498
,,,,,,,,,,,52846481,44424899,6245498
,,,,,,,,,,,53266543,46160439,6245498
,,,,,,,,,,,54620886,34515820,6245498
,,,,,,,,,,,1295941,215121,456040
,,,,,,,,,,,1306660,2383181,456040
,,,,,,,,,,,1331542,2355342,456040
,,,,,,,,,,,1353190,1893136,456040
,,,,,,,,,,,1366789,130500,456040
,,,,,,,,,,,1384703,1743791,456040
,,,,,,,,,,,1397821,159821,456040
,,,,,,,,,,,1403146,159821,456040
,,,,,,,,,,,1428102,2384834,456040
,,,,,,,,,,,1443868,11037,456040
,,,,,,,,,,,1452331,634031,456040
,,,,,,,,,,,1483069,684374,456040
,,,,,,,,,,,1549483,2239243,456040
,,,,,,,,,,,1684284,2109735,456040
,,,,,,,,,,,1693633,2600143,456040
,,,,,,,,,,,1706119,2788687,456040
,,,,,,,,,,,1709826,103198,456040
,,,,,,,,,,,1751196,2664580,456040
,,,,,,,,,,,1754287,2667795,456040
,,,,,,,,,,,1769398,2058010,456040
,,,,,,,,,,,1782092,2886661,456040
,,,,,,,,,,,1803879,2472883,456040
,,,,,,,,,,,1815614,2861645,456040
,,,,,,,,,,,1827131,1639347,456040
,,,,,,,,,,,1848987,1722839,456040
,,,,,,,,,,,1911938,2378784,456040
,,,,,,,,,,,1940226,1868267,456040
,,,,,,,,,,,1994487,1618274,456040
,,,,,,,,,,,2038053,101445,456040
,,,,,,,,,,,2058276,3079625,456040
,,,,,,,,,,,2069798,1439193,456040
,,,,,,,,,,,2084529,3218183,456040
,,,,,,,,,,,2092786,3178661,456040
,,,,,,,,,,,2169858,2860429,456040
,,,,,,,,,,,2194689,2096292,456040
,,,,,,,,,,,2219654,3442450,456040
,,,,,,,,,,,2249883,3194636,456040
,,,,,,,,,,,2462243,2647146,456040
,,,,,,,,,,,2495958,3394627,456040
,,,,,,,,,,,2524347,2062865,456040
,,,,,,,,,,,2539950,2147241,456040
,,,,,,,,,,,2590740,1193262,456040
,,,,,,,,,,,2663395,3539716,456040
,,,,,,,,,,,2735326,924476,456040
,,,,,,,,,,,2783152,2986363,456040
,,,,,,,,,,,2796333,4000860,456040
,,,,,,,,,,,2861224,3210722,456040
,,,,,,,,,,,2905650,3591066,456040
,,,,,,,,,,,2939394,3840347,456040
,,,,,,,,,,,2953520,4153562,456040
,,,,,,,,,,,3012201,2374937,456040
,,,,,,,,,,,3082477,3377742,456040
,,,,,,,,,,,3114509,4262788,456040
,,,,,,,,,,,3184099,2733413,456040
,,,,,,,,,,,3340294,4607986,456040
,,,,,,,,,,,3375803,3929312,456040
,,,,,,,,,,,3413810,751130,456040
,,,,,,,,,,,3432012,3349581,456040
,,,,,,,,,,,3455013,4766628,456040
,,,,,,,,,,,3493607,4730711,456040
,,,,,,,,,,,3515721,3778731,456040
,,,,,,,,,,,3559157,4435299,456040
,,,,,,,,,,,3828067,4386940,456040
,,,,,,,,,,,3850145,296600,456040
,,,,,,,,,,,3926670,3695756,456040
,,,,,,,,,,,4002947,2549430,456040
,,,,,,,,,,,4077530,5258154,456040
,,,,,,,,,,,4150107,3001052,456040
,,,,,,,,,,,4343526,5276995,456040
,,,,,,,,,,,4587260,1489535,456040
,,,,,,,,,,,4655640,6185983,456040
,,,,,,,,,,,4664325,5977993,456040
,,,,,,,,,,,4675516,2084798,456040
,,,,,,,,,,,5219908,6576285,456040
,,,,,,,,,,,5295195,6376116,456040
,,,,,,,,,,,5346166,6463870,456040
,,,,,,,,,,,5389717,5235108,456040
,,,,,,,,,,,5427372,4842124,456040
,,,,,,,,,,,6207357,3262808,456040
,,,,,,,,,,,6260875,5818526,456040
,,,,,,,,,,,6345247,4365823,456040
,,,,,,,,,,,6363591,3395847,456040
,,,,,,,,,,,6402902,1228038,456040
,,,,,,,,,,,6459520,3011659,456040
,,,,,,,,,,,6499111,2357643,456040
,,,,,,,,,,,6684104,6764017,456040
,,,,,,,,,,,6964105,5117353,456040
,,,,,,,,,,,7007321,6646584,456040
,,,,,,,,,,,7102033,8009607,456040
,,,,,,,,,,,7121112,8167840,456040
,,,,,,,,,,,7256355,2206916,456040
,,,,,,,,,,,7395685,7417753,456040
,,,,,,,,,,,7944023,244900,456040
,,,,,,,,,,,8110683,332541,456040
,,,,,,,,,,,8259102,2824099,456040
,,,,,,,,,,,8377846,9092900,456040
,,,,,,,,,,,8995400,3915977,456040
,,,,,,,,,,,9064053,244900,456040
,,,,,,,,,,,9095123,9090029,456040
,,,,,,,,,,,9159959,55195,456040
,,,,,,,,,,,9286250,9827604,456040
,,,,,,,,,,,10109441,7274055,456040
,,,,,,,,,,,10134897,4061328,456040
,,,,,,,,,,,10293893,8587297,456040
,,,,,,,,,,,10974117,8753884,456040
,,,,,,,,,,,24513788,10606157,456040
,,,,,,,,,,,24689680,8796871,456040
,,,,,,,,,,,24885941,222228,456040
,,,,,,,,,,,25000296,16635464,456040
,,,,,,,,,,,25121538,25589734,456040
,,,,,,,,,,,25388852,25045038,456040
,,,,,,,,,,,25444761,20534814,456040
,,,,,,,,,,,25489109,21774059,456040
,,,,,,,,,,,25611446,25505210,456040
,,,,,,,,,,,25782905,10786690,456040
,,,,,,,,,,,25879571,3530608,456040
,,,,,,,,,,,25948904,20931989,456040
,,,,,,,,,,,26132062,14250043,456040
,,,,,,,,,,,26260267,2041441,456040
,,,,,,,,,,,26454254,20534814,456040
,,,,,,,,,,,26602869,25419823,456040
,,,,,,,,,,,26850609,27867049,456040
,,,,,,,,,,,27251296,24938155,456040
,,,,,,,,,,,27451810,28434679,456040
,,,,,,,,,,,27485262,8009607,456040
,,,,,,,,,,,27783645,28455341,456040
,,,,,,,,,,,27970732,28975190,456040
,,,,,,,,,,,28303773,2808857,456040
,,,,,,,,,,,28969364,27870162,456040
,,,,,,,,,,,29080933,29131289,456040
,,,,,,,,,,,29124995,27439986,456040
,,,,,,,,,,,29409956,25244641,456040
,,,,,,,,,,,30186584,25941342,456040
,,,,,,,,,,,30477808,3530608,456040
,,,,,,,,,,,30629587,16517595,456040
,,,,,,,,,,,30750835,12620049,456040
,,,,,,,,,,,31225290,13010659,456040
,,,,,,,,,,,31677799,7657221,456040
,,,,,,,,,,,31811557,11344365,456040
,,,,,,,,,,,32090471,31073460,456040
,,,,,,,,,,,32205325,32844326,456040
,,,,,,,,,,,32712101,7332687,456040
,,,,,,,,,,,32802920,3029106,456040
,,,,,,,,,,,32859533,2080246,456040
,,,,,,,,,,,32889240,29379081,456040
,,,,,,,,,,,32994929,11431389,456040
,,,,,,,,,,,33162507,3114014,456040
,,,,,,,,,,,33538161,17288880,456040
,,,,,,,,,,,33580521,17273140,456040
,,,,,,,,,,,33740352,8337748,456040
,,,,,,,,,,,34118025,20508184,456040
,,,,,,,,,,,34200987,19439142,456040
,,,,,,,,,,,34457453,7304672,456040
,,,,,,,,,,,34613335,11292149,456040
,,,,,,,,,,,35336539,34875538,456040
,,,,,,,,,,,35427308,35569342,456040
,,,,,,,,,,,35463667,20039247,456040
,,,,,,,,,,,35659632,6918757,456040
,,,,,,,,,,,36158344,20917681,456040
,,,,,,,,,,,36406782,33809752,456040
,,,,,,,,,,,36768078,17052720,456040
,,,,,,,,,,,36978314,3572705,456040
,,,,,,,,,,,37305000,31673399,456040
,,,,,,,,,,,37540110,21505796,456040
,,,,,,,,,,,37592745,8509635,456040
,,,,,,,,,,,37792124,36944690,456040
,,,,,,,,,,,38104975,30167544,456040
,,,,,,,,,,,38409821,32953361,456040
,,,,,,,,,,,38852813,34393858,456040
,,,,,,,,,,,39376142,30613610,456040
,,,,,,,,,,,39741069,30860473,456040
,,,,,,,,,,,40110136,33161401,456040
,,,,,,,,,,,40279736,30599257,456040
,,,,,,,,,,,40314343,31019639,456040
,,,,,,,,,,,40458709,22888399,456040
,,,,,,,,,,,40577738,4143338,456040
,,,,,,,,,,,41212339,334430,456040
,,,,,,,,,,,42113077,30651727,456040
,,,,,,,,,,,42383775,31616487,456040
,,,,,,,,,,,42554052,10304857,456040
,,,,,,,,,,,43478298,19920950,456040
,,,,,,,,,,,43881275,36555558,456040
,,,,,,,,,,,44282479,31215901,456040
,,,,,,,,,,,44526315,32865475,456040
,,,,,,,,,,,44899157,34213535,456040
,,,,,,,,,,,45243445,20187129,456040
,,,,,,,,,,,45948127,37269044,456040
,,,,,,,,,,,46375006,36264517,456040
,,,,,,,,,,,46715258,37775133,456040
,,,,,,,,,,,47212494,9125659,456040
,,,,,,,,,,,47296742,2611661,456040
,,,,,,,,,,,47529740,7027989,456040
,,,,,,,,,,,48217487,33997749,456040
,,,,,,,,,,,48334642,1705121,456040
,,,,,,,,,,,48546077,25870083,456040
,,,,,,,,,,,48996586,38577088,456040
,,,,,,,,,,,49517072,2171288,456040
,,,,,,,,,,,51083540,46251778,456040
,,,,,,,,,,,52016133,47070029,456040
,,,,,,,,,,,52569171,34984842,456040
,,,,,,,,,,,53125090,20534814,456040
,,,,,,,,,,,53272667,16927272,456040
,,,,,,,,,,,54219153,15940240,456040
,,,,,,,,,,,54373571,3562983,456040
,,,,,,,,,,,54857598,14092689,456040
,,,,,,,,,,,55916017,55195,456040
,,,,,,,,,,,56164010,50442385,456040
,,,,,,,,,,,47909276,39552082,4783817
,,,,,,,,,,,49543162,1821419,4783817
,,,,,,,,,,,57833443,503063,4783817
,,,,,,,,,,,43308361,1360058,6921373
,,,,,,,,,,,44196206,40441837,6921373
,,,,,,,,,,,45218571,22118806,6921373
,,,,,,,,,,,46136635,7197989,6921373
,,,,,,,,,,,46885283,18203660,6921373
,,,,,,,,,,,47403981,43223796,6921373
,,,,,,,,,,,50277840,37503003,6921373
,,,,,,,,,,,51440650,12561,6921373
,,,,,,,,,,,52062236,42589432,6921373
,,,,,,,,,,,52634721,4104799,6921373
,,,,,,,,,,,53047913,22083305,6921373
,,,,,,,,,,,53683390,6076508,6921373
,,,,,,,,,,,54123733,46026127,6921373
,,,,,,,,,,,55505777,7712064,6921373
,,,,,,,,,,,56198689,12459010,6921373
,,,,,,,,,,,57649276,10753389,6921373
,,,,,,,,,,,48624981,263734,8168876
,,,,,,,,,,,46234030,24425695,8034871
,,,,,,,,,,,46435272,11158983,8034871
,,,,,,,,,,,46970478,42427310,8034871
,,,,,,,,,,,48316534,27618823,8034871
,,,,,,,,,,,54644010,1653276,8034871
,,,,,,,,,,,57559280,1523198,8034871
,,,,,,,,,,,21205220,20064804,1142039
,,,,,,,,,,,23155140,21059558,1142039
,,,,,,,,,,,27260274,21580549,1142039
,,,,,,,,,,,31047431,25166597,1142039
,,,,,,,,,,,31743603,29535218,1142039
,,,,,,,,,,,32662619,3029106,1142039
,,,,,,,,,,,34155246,2799821,1142039
,,,,,,,,,,,38502959,10045275,1142039
,,,,,,,,,,,38795909,9251681,1142039
,,,,,,,,,,,39082078,31041953,1142039
,,,,,,,,,,,39669906,37610048,1142039
,,,,,,,,,,,43531607,39477263,1142039
,,,,,,,,,,,44240837,41775596,1142039
,,,,,,,,,,,45191873,27460426,1142039
,,,,,,,,,,,49098892,35922033,1142039
,,,,,,,,,,,52833569,16147254,1142039
,,,,,,,,,,,53642430,20409950,1142039
,,,,,,,,,,,53814622,3562983,1142039
,,,,,,,,,,,53895186,25310610,1142039
,,,,,,,,,,,54298805,45487267,1142039
,,,,,,,,,,,37500815,34709133,6765354
,,,,,,,,,,,39647935,36486705,6765354
,,,,,,,,,,,41118196,22665337,6765354
,,,,,,,,,,,41515795,35165006,6765354
,,,,,,,,,,,41964289,27381721,6765354
,,,,,,,,,,,42447516,34119041,6765354
,,,,,,,,,,,43398842,10160951,6765354
,,,,,,,,,,,44124132,36173043,6765354
,,,,,,,,,,,44792937,5743713,6765354
,,,,,,,,,,,46210807,42609228,6765354
,,,,,,,,,,,54205262,14296950,6765354
,,,,,,,,,,,56501420,33122378,6765354
,,,,,,,,,,,56455068,50889597,9329068
,,,,,,,,,,,56834661,9429487,9329068
,,,,,,,,,,,57402311,42234969,9329068
,,,,,,,,,,,57710833,28725442,9329068
,,,,,,,,,,,51519912,28541879,8691263
,,,,,,,,,,,51671696,22579982,8691263
,,,,,,,,,,,51878758,42446599,8691263
,,,,,,,,,,,52279244,29901217,8691263
,,,,,,,,,,,52467810,47484112,8691263
,,,,,,,,,,,52652761,47431188,8691263
,,,,,,,,,,,52902123,46974481,8691263
,,,,,,,,,,,53102059,32985881,8691263
,,,,,,,,,,,53204744,30740901,8691263
,,,,,,,,,,,53384425,8029053,8691263
,,,,,,,,,,,53826548,32667609,8691263
,,,,,,,,,,,54426288,49306463,8691263
,,,,,,,,,,,54615111,21560984,8691263
,,,,,,,,,,,54906134,31429969,8691263
,,,,,,,,,,,55420792,47500135,8691263
,,,,,,,,,,,55592776,7074942,8691263
,,,,,,,,,,,56273791,47601470,8691263
,,,,,,,,,,,56389523,48206814,8691263
,,,,,,,,,,,56940024,19259958,8691263
,,,,,,,,,,,58161398,312655,8691263
,,,,,,,,,,,31560290,32460326,6249458
,,,,,,,,,,,33296617,28823034,6249458
,,,,,,,,,,,34658597,26155624,6249458
,,,,,,,,,,,35385886,32366516,6249458
,,,,,,,,,,,36873086,31330141,6249458
,,,,,,,,,,,37486479,35149203,6249458
,,,,,,,,,,,37850793,32528655,6249458
,,,,,,,,,,,38123291,22665300,6249458
,,,,,,,,,,,38722383,34472766,6249458
,,,,,,,,,,,39325255,10305266,6249458
,,,,,,,,,,,39924415,14880917,6249458
,,,,,,,,,,,42517878,32443123,6249458
,,,,,,,,,,,46865275,14663508,6249458
,,,,,,,,,,,52769700,47145442,8955477
,,,,,,,,,,,52904636,25108663,8955477
,,,,,,,,,,,44034411,26536933,6250399
,,,,,,,,,,,1434935,2512670,392779
,,,,,,,,,,,1467426,2343656,392779
,,,,,,,,,,,1505935,2354796,392779
,,,,,,,,,,,1570838,2649744,392779
,,,,,,,,,,,1682492,2216437,392779
,,,,,,,,,,,1746817,1454346,392779
,,,,,,,,,,,1882553,2531253,392779
,,,,,,,,,,,1922709,2463418,392779
,,,,,,,,,,,1959383,891893,392779
,,,,,,,,,,,2037783,174048,392779
,,,,,,,,,,,2081207,2854573,392779
,,,,,,,,,,,2137060,3236753,392779
,,,,,,,,,,,2229574,2554605,392779
,,,,,,,,,,,2313418,1389821,392779
,,,,,,,,,,,2366686,1278751,392779
,,,,,,,,,,,2406311,216385,392779
,,,,,,,,,,,2467848,3355034,392779
,,,,,,,,,,,2514386,3583049,392779
,,,,,,,,,,,2723998,413396,392779
,,,,,,,,,,,2839221,2322217,392779
,,,,,,,,,,,3091181,2927830,392779
,,,,,,,,,,,3643048,939912,392779
,,,,,,,,,,,3908299,5108091,392779
,,,,,,,,,,,3962736,278488,392779
,,,,,,,,,,,4084889,41458,392779
,,,,,,,,,,,4189801,3395405,392779
,,,,,,,,,,,4253397,5103454,392779
,,,,,,,,,,,4328474,5912107,392779
,,,,,,,,,,,4682787,3378520,392779
,,,,,,,,,,,4825290,5385179,392779
,,,,,,,,,,,5022018,6138309,392779
,,,,,,,,,,,5373999,4311041,392779
,,,,,,,,,,,5546805,2902154,392779
,,,,,,,,,,,5796204,7250991,392779
,,,,,,,,,,,5893240,7226027,392779
,,,,,,,,,,,6199062,7307995,392779
,,,,,,,,,,,6313529,7810487,392779
,,,,,,,,,,,6396070,32046,392779
,,,,,,,,,,,6489268,5391387,392779
,,,,,,,,,,,6757098,316046,392779
,,,,,,,,,,,7035659,7245686,392779
,,,,,,,,,,,7677263,8706378,392779
,,,,,,,,,,,7967802,8927615,392779
,,,,,,,,,,,8061663,52576,392779
,,,,,,,,,,,8300503,2850409,392779
,,,,,,,,,,,11419893,1569618,392779
,,,,,,,,,,,12348007,11581626,392779
,,,,,,,,,,,13141777,5010493,392779
,,,,,,,,,,,13436725,2128136,392779
,,,,,,,,,,,18941243,17059928,392779
,,,,,,,,,,,19089610,19167332,392779
,,,,,,,,,,,19324754,19394572,392779
,,,,,,,,,,,19697188,20533462,392779
,,,,,,,,,,,20137213,17257227,392779
,,,,,,,,,,,20515865,18812823,392779
,,,,,,,,,,,20970796,3311753,392779
,,,,,,,,,,,21609319,7281340,392779
,,,,,,,,,,,22703302,9230585,392779
,,,,,,,,,,,23231406,12878439,392779
,,,,,,,,,,,24645252,1911237,392779
,,,,,,,,,,,25435082,15063439,392779
,,,,,,,,,,,26169565,23272435,392779
,,,,,,,,,,,26752795,11379915,392779
,,,,,,,,,,,28315477,27291531,392779
,,,,,,,,,,,29869141,30173589,392779
,,,,,,,,,,,30737056,31473021,392779
,,,,,,,,,,,33108375,30814566,392779
,,,,,,,,,,,37736803,5538497,392779
,,,,,,,,,,,39011514,33525475,392779
,,,,,,,,,,,39933783,34041018,392779
,,,,,,,,,,,40894926,30984717,392779
,,,,,,,,,,,41356417,1866576,392779
,,,,,,,,,,,43035921,32933271,392779
,,,,,,,,,,,46129426,31907499,392779
,,,,,,,,,,,46953393,20052656,392779
,,,,,,,,,,,48761737,28878453,392779
,,,,,,,,,,,50022547,32422827,392779
,,,,,,,,,,,52651302,19382101,392779
,,,,,,,,,,,53964674,23351418,392779
,,,,,,,,,,,55350269,3335769,392779
,,,,,,,,,,,18462522,19476601,3953365
,,,,,,,,,,,18697016,8121517,3953365
,,,,,,,,,,,18922642,3501130,3953365
,,,,,,,,,,,19105268,20285114,3953365
,,,,,,,,,,,19451982,182513,3953365
,,,,,,,,,,,19897420,18892103,3953365
,,,,,,,,,,,20058458,2995016,3953365
,,,,,,,,,,,20799274,20742898,3953365
,,,,,,,,,,,21068383,22128989,3953365
,,,,,,,,,,,21273085,22405629,3953365
,,,,,,,,,,,21402197,20870530,3953365
,,,,,,,,,,,21789123,18283470,3953365
,,,,,,,,,,,21957282,15447372,3953365
,,,,,,,,,,,22875591,2303490,3953365
,,,,,,,,,,,22940097,2303490,3953365
,,,,,,,,,,,23619412,20938014,3953365
,,,,,,,,,,,23777971,20938014,3953365
,,,,,,,,,,,24686010,24197342,3953365
,,,,,,,,,,,24860604,23793023,3953365
,,,,,,,,,,,25256079,6933721,3953365
,,,,,,,,,,,25428716,17409488,3953365
,,,,,,,,,,,25534261,26180267,3953365
,,,,,,,,,,,25797362,7431141,3953365
,,,,,,,,,,,30364167,10565402,3953365
,,,,,,,,,,,32219371,33199709,3953365
,,,,,,,,,,,32433320,29930471,3953365
,,,,,,,,,,,33213220,4495782,3953365
,,,,,,,,,,,33868439,13615365,3953365
,,,,,,,,,,,34512493,34862629,3953365
,,,,,,,,,,,34830456,35255876,3953365
,,,,,,,,,,,35249452,34595518,3953365
,,,,,,,,,,,35834285,34505808,3953365
,,,,,,,,,,,36615953,13106182,3953365
,,,,,,,,,,,37007038,15344319,3953365
,,,,,,,,,,,37600173,36492972,3953365
,,,,,,,,,,,37723350,37784550,3953365
,,,,,,,,,,,38207090,37483942,3953365
,,,,,,,,,,,38641679,37071280,3953365
